_id,ltable_id,rtable_id,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price
4689,711,788,0,lg 30 ' white freestanding gas range lrg30357wh,lg 30 ' white freestanding gas range lrg30357wh 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven white finish,None,lg 5.0 cu.ft . freestanding gas range,None,None
4690,982,1052,1,apple macbook pro 2.53 ghz intel core 2 duo silver notebook computer mb471lla,apple macbook pro 2.53 ghz intel core 2 duo silver notebook computer mb471lla 2.53 ghz intel core 2 duo processor 320gb 5400-rpm serial ata hard drive 15.4 ' led-backlit glossy widescreen display built-in isight camera built-in airport extreme wi-fi and bluetooth nvidia geforce 9600m gt graphics processor dual display and video mirroring multi-touch trackpad 85w magsafe power adapter mini displayport mac os x v10 .5 leopard silver finish,2499.0,apple macbook pro notebook mb471ll/a,"intel core 2 duo 2.53 ghz 15.4 ' wxga + 4gb ddr3 sdram 320gb hdd dvd-writer ( dvdr/rw ) gigabit ethernet , wi-fi , bluetooth mac os x 10.5 leopard",2369.0
4691,406,504,0,lacie 500gb usb 2.0 external hard drive 301302u,lacie 500gb usb 2.0 external hard drive 301302u up to 480mbits/s ( 60mb/s ) interface transfer rate smart fanless cooling system for quiet operation blue led for ambient underside glow 8mb cache compatible with windows and mac black finish,None,lacie d2 quadra hard drive 301825u,"500gb 7200rpm serial ata/300 , ieee 1394b , ieee 1394a , usb 2.0 external sata , firewire , firewire , usb external",138.88
4692,784,810,1,canon white selphy cp760 compact photo printer 2565b001,canon white selphy cp760 compact photo printer 2565b001 2.5 ' tft display portrait image optimize print water-resistant photos print directly from your memory cards or bluetooth-enabled devices big buttons automatic red-eye correction white finish,95.0,canon selphy cp760 dye sublimation printer 2565b001,canon selphy cp760 compact photo printer,90.1
4693,443,427,0,sony high definition hdv handycam camcorder hdrhc9,sony high definition hdv handycam camcorder hdrhc9 10x optical/20x digital zoom 2.7 ' wide ( 16:9 ) touch panel clear photo lcd plus display switchable hdv/dv format recording active interface shoe built-in intelligent flash progressive shutter system super nightshot infrared system x.v. color technology,None,tivo tiv652160 tivo high definition,None,None
4694,473,568,0,yamaha 5.1 channel home theater in a box system in black yht390bk,"yamaha 5.1 channel home theater in a box system in black yht390bk new scene , compressed music enhancer ipod compatibility 600w powerful surround sound silent cinema 192khz/24-bit dacs for all channels black finish",399.0,polk audio rm705 black 5.1 channel home theater system rm 705,None,398.72
4695,420,457,0,garmin vehicle suction cup mount 0101093600,garmin vehicle suction cup mount 0101093600 no installation required securely mounts your gps to dash black finish,25.0,garmin suction cup mount 010-10815-00,None,17.4
4696,691,785,0,lg 5.6 cu . ft. white freestanding electric range lre30453wh,lg 5.6 cu . ft. white freestanding electric range lre30453wh intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings white finish,None,lg 5.6 cu.ft . freestanding electric range,None,None
4697,842,819,1,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,None,speck products seethru case for apple 13 ' macbook mb13-blu-see-v2,plastic blue,None
4698,158,239,0,denon 5 disc cd player black finish dcm390,"denon 5 disc cd player dcm390 cd-r/rw playback mp3 , wma and hdcd decoding advanced multilevel noise shaping dac 8 times oversampling digital filter 3 mode random playback intelligent disc scan 20 selection music calendar display black finish",349.0,denon dvd-2930ci dvd player dvd2930ci,"dvd + rw , dvd-rw , cd-rw dvd video , dvd audio , sacd , video cd , picture cd , jpeg , wma , pcm , hdcd , mp3 , mpeg-1 , mpeg-2 , mpeg-4 , divx playback 1 disc ( s ) progressive scan black",448.0
4699,142,294,0,panasonic digital camera battery cgas007a1b,panasonic digital camera battery cgas007a1b lithium ion type for digital camera dmctz1 and dmctz3,None,nikon en-el9 lithium ion digital camera battery pack 25353,lithium ion ( li-ion ) 7.4 v dc photo battery,35.65
4700,1015,506,0,canon 2gb sd secure digital card 3505b001,canon 2gb sd secure digital card 3505b001 compatible with all digital cameras and devices that accept sd cards,None,canon vixia hf100 high definition digital camcorder 2708b001,canon vixia hf100 high definition camcorder,529.0
4701,183,860,0,frigidaire 24 ' pld4375rfc built-in stainless steel dishwasher pld4375ss,frigidaire 24 ' pld4375rfc built-in stainless steel dishwasher pld4375ss power dry drying system granitegrey interior 5-level precision direct wash system self-cleaning filter smart soil sensor stainless steel finish,None,frigidarie gld4355rf 24 ' gallery speed clean dishwasher ( black ),None,451.29
4702,807,627,0,canon deluxe black digital camera case 2595b002,canon deluxe black digital camera case 2595b002 soft nylon case flip-down cover belt loop attachment for hands-free convenience compatible with canon powershot a series black finish,13.99,samsung l200 digital camera black ec-l200zbba / us,"samsung l200 10 megapixel digital camera with 2.5 lcd , 3x optical zoom , digital image stabilization , face detection function black",119.0
4703,540,546,0,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505 built-in slot loading dvd player built-in atsc/ntsc/qam digital tuning official divx ® certified pc input space saving design bottom mount stereo speakers black finish,None,toshiba d-r410 dvd player/recorder,toshiba d-r410 dvd recorder w / 1080p upconversion,None
4704,368,465,0,sirius stiletto 2 home docking kit slh2,sirius stiletto 2 home docking kit slh2 stereo audio output connects with home audio system or speakers headphone jack pc sync compatible with stiletto 2 radios charges stiletto 2 while docked black finish,49.0,sirius slv2 sirius stiletto 2 portable radio vehicle kit,None,None
4705,940,574,0,canon black eos 50d digital slr camera body eos50dbody,canon black eos 50d digital slr camera body eos50dbody 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output 2807b006 black finish,None,sony cyber-shot dsc-t300 digital camera black dsct300/b,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,273.95
4706,964,974,0,canon pixma photo all-in-one printer mp480,"canon pixma photo all-in-one printer mp480 high performance printer , copier and scanner 1.8 ' tft display maximum 2400 x 4800 color dpi smart scanning quick start built-in media card slot energy star qualified",99.0,canon pixma mp980 wireless all-in-one color photo inkjet printer 2922b002,None,None
4707,940,510,0,canon black eos 50d digital slr camera body eos50dbody,canon black eos 50d digital slr camera body eos50dbody 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output 2807b006 black finish,None,canon fs11 digital camcorder 2685b001,canon fs11 flash memory camcorder,405.97
4708,644,300,0,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9343t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9343t 3 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,None,panasonic kx-tg1033s digital cordless phone with three handsets,1 x phone line ( s ) headset jack silver,None
4709,273,963,0,canon 580exii speedlite in black 1946b002,canon 580exii speedlite in black 1946b002 newly designed to match with the eos-1d mark iii approx. 20 % faster recycling time compared to 580ex black finish,None,canon cli-221 black ink cartridge 2946b001,black,11.99
4710,300,772,0,lg lsc21943st stainless steel side by side refrigerator lsc21943ss,lg lsc21943st stainless steel side by side refrigerator lsc21943ss 21.0 cu . ft. capacity digital led display smoothtouch external digital temperature controls 8 digital sensors optichill drawer with 3 temperature settings iceplus accelerated freezing function door alarm lodecibel quiet operation bioshield anti-bacterial seal stainless steel finish,None,lg 24.7 cu . ft. stainless steel french door bottom mount refrigerator,None,None
4711,902,926,0,canon powershot black digital camera sx110isb,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient black finish,None,sony cyber-shot dsc-w170 digital camera silver dscw170,10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,None
4712,903,846,0,canon powershot a1000 is gray digital camera a1000isg,canon powershot a1000 is gray digital camera a1000isg 10.0 megapixel 4x optical zoom with optical image stabilizer technology 2.5 ' optical viewfinder lcd display digic iii image processor face detection motion detection 17 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient gray finish,None,sony cyber-shot dsc-w300 digital camera,13.6 megapixel 16:9 3x optical zoom 2x digital zoom 2.7 ' color lcd,289.0
4713,658,671,0,sony 1gb memory stick pro duo mark 2 media card msmt1g,sony 1gb memory stick pro duo mark 2 media card msmt1g 160 mbps transfer speed 940mb actual capacity,19.0,sony 4gb memory stick pro duo card msmt4g,4 gb,26.92
4714,2,33,1,sony switcher sbv40s,sony switcher sbv40s eliminates disconnecting and reconnecting cables compact design 4 a/v inputs with s-video jacks 1 a/v output with s-video ( y/c ) jack 2 audio output,49.0,sony sb-v40s a/v selector sbv40s,"vcr , camcorder , av receiver , video game console , tv , laser disc player , dvd player compatible 4 x s-video in , 4 x composite video in , 4 x stereo audio line in , 1 x s-video out , 1 x composite video out , 1 x stereo a",None
4715,109,97,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
4716,866,938,1,nikon graphite black 14.5 megapixel coolpix digital camera coolpixs710bk,nikon graphite black 14.5 megapixel coolpix digital camera coolpixs710bk 14.5 effective megapixels 3.6 x zoom-nikkor lens 3.0 ' high-resolution wide-viewing angle lcd monitor optical lens shift vr image stabilization food and smile mode face-priority af camera red-eye fix d-lighting graphite black finish,None,"nikon coolpix s710 14 megapixel digital camera w/3 .6 x optical wide-angle zoom , 3 ' lcd , smile mode , in-camera red-eye fix black 26127",None,307.77
4717,963,100,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon pg-50 high capacity black ink cartridge for pixma mp450 printer 0616b002,black,None
4718,1055,857,0,sony vaio fw series black notebook computer vgnfw378jb,sony vaio fw series black notebook computer vgnfw378jb 2.40 ghz intel core 2 duo processor p8600 16.4 ' ( 1920 x 1080 ) xbrite-fullhd widescreen display 320gb serial ata 7200rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory ( maximum up to 8gb ) 1066mhz front side bus speed 3mb l2 cache blu-ray disc support ( read write 2x max ) genuine microsoft windows vista home premium 64-bit black finish,None,sony z550n/b notebook vgnz550n/b,"sony vaio z550n/b intel centrino 2 core 2 duo p8600 2.40 ghz notebook 3gb ddr3 sdram , 250gb sata hd , 13.1 ' lcd , dvdr dl/dvdrw/ram , modem , gigabit nic , 802.11 a/b/g / n , sprint mobile , bluetooth , vista business sp1/xp downgrade",None
