id,title,authors,venue,year
2174,"legodb : customizing relational storage for xml documents p bohannon , j freire , j haritsa , m ramanath , p roy , j simщon vldb",None,None,2002.0
2175,active xml : peer-to-peer data and web services integration vldb 2002,"s abiteboul , o benjelloun , i manolescu , t milo , r weber",None,None
2176,"crawling the hidden web s raghavan , h garcia-molina",None,vldb,2001.0
2177,"discovery of influence sets in frequently updated databases i stanoi , m riedewald , d agrawal , a abbadi 2001",None,vldb,None
2178,analyzing quantitative databases : image is everything vldb 2001,"a amir , r kashi , n netanyahu",None,None
2179,a formal perspective on the view selection problem vldb 2001,"r chirkova , a halevy , d suciu",None,None
2180,"generic schema matching with cupid j madhavan , p bernstein , e rahm",None,vldb,2001.0
2181,"et tu , xml ? the downfall of the relational empire ( abstract ) vldb",p wadler,None,2001.0
2182,"business process coordination : state of the art , trends , and open issues u dayal , m hsu , r ladin",None,vldb,2001.0
2183,"data management for pervasive computing m cherniack , m franklin , s zdonik vldb",None,None,2001.0
2184,data stream query processing : a tutorial,None,None,2003.0
2185,grid data management systems & services,None,None,2003.0
2186,"constructing and integrating data-centric web applications : methods , tools , and techniques 2003",None,None,None
2187,"database tuning : principles , experiments , and troubleshooting techniques d shasha , p bonnet vldb 2002",None,None,None
2188,efficient algorithms for processing xpath queries 2002,"g gottlob , c koch , r pichler",vldb,None
2189,"comparing data streams using hamming norms ( how to zero in ) g cormode , m datar , p indyk , s muthukrishnan",None,vldb,2002.0
2190,a case for fractured mirrors vldb 2002,"r ramamurthy , d dewitt , q su",None,None
2191,"fast and accurate text classification via multiple linear discriminant projections s chakrabarti , s roy , m soundalgekar",None,vldb,2002.0
2192,ebusiness standards and architectures,None,None,2002.0
2193,querying and mining data streams : you only get one look 2002,None,None,None
2194,application servers and associated technologies,None,None,2002.0
2195,automation in information extraction and data integration 2002,None,None,None
2196,searching and mining fine-grained semi-structured data 2002,None,None,None
2197,sensor data mining : similarity search and pattern analysis 2002,None,None,None
2198,"wireless graffiti - data , data everywhere matters t imielinski , b badrinath vldb",None,None,2002.0
2199,"self-tuning database technology and information services : from wishful thinking to viable engineering g weikum , a mіnkeberg , c hasse , p zabback vldb",None,None,2002.0
2200,"adaptable similarity search using non-relevant information t ashwin , r gupta , s ghosal",None,vldb,2002.0
2201,referee : an open framework for practical testing of recommender systems using researchindex,"d cosley , s lawrence , d pennock",vldb,2002.0
2202,"database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment j conrad , x guo , p jackson , m meziou vldb 2002",None,None,None
2203,sideway value algebra for object-relational databases 2002,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",vldb,None
2204,incorporating xsl processing into database engines g moerkotte 2002,None,vldb,None
2205,structural function inlining technique for structurally recursive xml queries 2002,"c park , j min , c chung",vldb,None
2206,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral",vldb,2002.0
2207,optimizing view queries in rolex to support navigable result trees,"p bohannon , s ganguly , h korth , p narayan , p shenoy",vldb,2002.0
2208,"watermarking relational databases r agrawal , j kiernan",None,vldb,2002.0
2209,"hippocratic databases r agrawal , j kiernan , r srikant , y xu",None,vldb,2002.0
2210,"plan selection based on query clustering a ghosh , j parikh , v sengar , j haritsa 2002",None,vldb,None
2211,"parametric query optimization for linear and piecewise linear cost functions a hulgeri , s sudarshan",None,vldb,2002.0
2212,streaming queries over streaming data 2002,"s chandrasekaran , m franklin",vldb,None
2213,generic database cost models for hierarchical memory systems,"s manegold , p boncz , m kersten",vldb,2002.0
2214,a transducer-based xml query processor,"b ludфscher , p mukhopadhyay , y papakonstantinou",vldb,2002.0
2215,monitoring streams - a new class of data management applications 2002,"d carney , u чetintemel , m cherniack , c convey , s lee , g seidman , m stonebraker , n tatbul , s zdonik",vldb,None
2216,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb,2002.0
2217,"shooting stars in the sky : an online algorithm for skyline queries d kossmann , f ramsak , s rost vldb 2002",None,None,None
2218,updates for structure indexes,"r kaushik , p bohannon , j naughton , p shenoy",vldb,2002.0
2219,"efficient structural joins on indexed xml documents s chien , z vagena , d zhang , v tsotras , c zaniolo 2002",None,vldb,None
2220,foundations of preferences in database systems w kieпling 2002,None,vldb,None
2221,multi-dimensional regression analysis of time-series data streams vldb 2002,"y chen , g dong , j han , b wah , j wang",None,None
2222,continuous nearest neighbor search 2002,"y tao , d papadias , q shen",vldb,None
2223,"progressive merge join : a generic and non-blocking sort-based join algorithm j dittrich , b seeger , d taylor , p widmayer vldb",None,None,2002.0
2224,"optimizing result prefetching in web search engines with segmented indices r lempel , s moran vldb",None,None,2002.0
2225,"i/o-conscious data preparation for large-scale web search engines m lifantsev , t chiueh vldb 2002",None,None,None
2226,"approximate frequency counts over data streams g manku , r motwani vldb",None,None,2002.0
2227,"statstream : statistical monitoring of thousands of data streams in real time y zhu , d shasha",None,vldb,2002.0
2228,adaptive index structures 2002,"y tao , d papadias",vldb,None
2229,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation vldb,"l lim , m wang , s padmanabhan , j vitter , r parr",None,2002.0
2230,"distributed search over the hidden web : hierarchical database sampling and selection p ipeirotis , l gravano vldb",None,None,2002.0
2231,exact indexing of dynamic time warping e keogh vldb 2002,None,None,None
2232,"optimizing the secure evaluation of twig queries s cho , s amer-yahia , l lakshmanan , d srivastava",None,vldb,2002.0
2233,"compressed accessibility map : efficient access control for xml t yu , d srivastava , l lakshmanan , h jagadish 2002",None,vldb,None
2234,"structure and value synopses for xml data graphs n polyzotis , m garofalakis",None,vldb,2002.0
2235,how to summarize the universe : dynamic maintenance of quantiles vldb 2002,"a gilbert , y kotidis , s muthukrishnan , m strauss",None,None
2236,a bandwidth model for internet search vldb 2002,a uhl,None,None
2237,maintaining coherency of dynamic data in cooperating repositories vldb,"s shah , k ramamritham , p shenoy",None,2002.0
2238,"effective change detection using sampling j cho , a ntoulas vldb 2002",None,None,None
2239,"provisions and obligations in policy management and security applications c bettini , s jajodia , x wang , d wijesekera vldb",None,None,2002.0
2240,eliminating fuzzy duplicates in data warehouses,"r ananthakrishna , s chaudhuri , v ganti",vldb,2002.0
2241,improving data access of j2ee applications by exploiting asynchronous messaging and caching services,"s kounev , a buchmann",vldb,2002.0
2242,"view invalidation for dynamic content caching in multitiered architectures k candan , d agrawal , w li , o po , w hsiung",None,vldb,2002.0
2243,"using latency-recency profiles for data delivery on the web l bright , l raschid vldb",None,None,2002.0
2244,"searching on the secondary structure of protein sequences l hammel , j patel",None,vldb,2002.0
2245,efficient exploration of large scientific databases 2002,"e stolte , g alonso",vldb,None
2246,coma - a system for flexible combination of schema matching approaches vldb,"h do , e rahm",None,2002.0
2247,translating web data vldb 2002,"l popa , y velegrakis , r miller , m hernсndez , r fagin",None,None
2248,"static analysis techniques for predicting the behavior of active database rules a aiken , j hellerstein , j widom 1995",None,acm trans . database syst .,None
2249,declarative updates of relational databases w chen acm trans . database syst .,None,None,1995.0
2250,the incinerate data model acm trans . database syst .,h jagadish,None,1995.0
2251,quorum consensus in nested transaction systems acm trans . database syst .,"k goldman , n lynch",None,1994.0
2252,"\ addendum to \ '' \ `` automatic generation of production rules for integrity maintenance \ '' \ '' \ '' '' s ceri , p fraternali , s paraboschi , l tanca acm trans . database syst .",None,None,1995.0
2253,"incremental computation of nested relational query expressions l bцkgaard , l mark 1995",None,acm trans . database syst .,None
2254,efficient checking of temporal integrity constraints using bounded history encoding 1995,j chomicki,acm trans . database syst .,None
2255,"fast algorithms for universal quantification in large databases g graefe , r cole acm trans . database syst .",None,None,1995.0
2256,"space optimization in deductive databases d srivastava , s sudarshan , r ramakrishnan , j naughton 1995",None,acm trans . database syst .,None
2257,query evaluation in deductive databases with alternating fixpoint semantics,w chen,acm trans . database syst .,1995.0
2258,"containment of conjunctive queries : beyond relations as sets y ioannidis , r ramakrishnan",None,acm trans . database syst .,1995.0
2259,"transaction chopping : algorithms and performance studies d shasha , f llirbat , e simon , p valduriez acm trans . database syst .",None,None,1995.0
2260,a normal form for precisely characterizing redundancy in nested relations 1996,"w mok , y ng , d embley",acm trans . database syst .,None
2261,magic conditions acm trans . database syst . 1996,"i mumick , s finkelstein , h pirahesh , r ramakrishnan",None,None
2262,"an execution model for limited ambiguity rules and its application to derived data update i chen , r hull , d mcleod 1995",None,acm trans . database syst .,None
2263,"a structured approach for the definition of the semantics of active databases p fraternali , l tanca acm trans . database syst . 1995",None,None,None
