id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
13292,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,"r a. lorie , and tt price . access path selection ma relational database management system","pg selinger , mm astrahan , dd chamberlain","proc . olfacm sigmod conf ,",None
13293,0,sampling large databases for association rules,h toivonen,vldb,1996,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",None
13294,1,heraclitus : elevating deltas to be first-class citizens in a database programming language,"s ghandeharizadeh , r hull , d jacobs",acm trans . database syst .,1996,heraclitus : elevating deltas to be first-class citizens in a database programming language,"c damerell , d giddings , b kisielewski , g lutz , g","acm transactions on database systems ,",1996.0
13295,1,book review column,k aberer,sigmod record,2003,book review column,d technologies,"sigmod record ,",2003.0
13296,0,query evaluation in deductive databases with alternating fixpoint semantics,w chen,acm trans . database syst .,1995,bottom-up query evaluation in extended deductive databases,s brass,None,None
13297,1,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,continuously adaptive continuous queries,"s madden , m shah , jm hellerstein , v raman",proc . of the acm sigmod international conference on,None
13298,0,incremental organization for data recording and warehousing,"h jagadish , p narayan , s seshadri , s sudarshan , r kanneganti",vldb,1997,incremental generalization for mining in a data warehousing environment .,acms anthology,None,None
13299,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,bilvideo video database management system,"o ulusoy , c alper",None,None
13300,1,broadcast disks : data management for asymmetric communications environments,"s acharya , r alonso , m franklin , s zdonik",sigmod conference,1995,data management for asymmetric communication environments,"s acharya , r alonso , m franklin , s zdonik , b disks","proc . acm sigmod conf. , san jose , ca , may ,",None
13301,0,information director 's message,None,None,1998,in the information age,p anastasiades,"aa livanis editions , athens greece",None
13302,0,a performance study of transitive closure algorithms,"s dar , r ramakrishnan",sigmod conference,1994,direct algorithms for computing transitive closure of db relations,"r agrawal , hv jagadish","proc . of 13th vldb conf ,",None
13303,0,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,acyclic query processing in object-oriented databases .,acms anthology,None,None
13304,0,real-time index concurrency control,"j haritsa , s seshadri",sigmod record,1996,on optimistic methods for concurrency control,ht kung,"acm transactions on database systems ,",1981.0
13305,0,data partitioning and load balancing in parallel disk systems,"p scheuermann , g weikum , p zabback",vldb j.,1998,dynamic multi-resource load balancing in parallel database systems,"e rahm , r marek",None,1995.0
13306,0,incremental distance join algorithms for spatial databases,"g hjaltason , h samet",sigmod conference,1998,an adaptive algorithm for incremental evaluation of production rules in databases,"f fabret , m regnier , e simon",None,None
13307,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
13308,0,generating call-level interfaces for advanced database application programming,"u nink , t hфrder , n ritter",vldb,1999,"rowe , database portals-a new application program interface",m stonebraker,"proc . 10th int . conf . on vldb , singapore ,",None
13309,0,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,ã cents â ? ¬ aggregate-query processing in data warehousing environmentsã cents â ? ¬ â ? cents,"a gupta , v harinarayan , d quass","proc . of vldb ,",None
13310,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,a prototype spatial data management system,"cf herot , r carling , m friedell , d kramlich","acm siggraph computer graphics ,",1980.0
13311,0,evaluating top-k selection queries,"s chaudhuri , l gravano",vldb,1999,evaluating refined queries in top-k retrieval systems,k chakrabarti,"ieee transactions on knowledge and data engineering ,",2004.0
13312,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,concurrency in database systems - a simulation study,"r munz , g krenz",None,None
13313,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,introduction to vlsi systems,"c mead , l conway",None,1979.0
13314,0,optimization techniques for queries with expensive methods,j hellerstein,acm trans . database syst .,1998,query execution techniques forcaching expensive methods,"jm hellerstein , j naughton",proc . of the acm sigmod intl. conferenceon managementof,None
13315,0,a case for dynamic view management,"y kotidis , n roussopoulos",acm trans . database syst .,2001,a dynamic address computation mechanism for use in database management,tj cook,"proceedings of the 1978 acm sigmod international conference & hellip ; ,",1978.0
13316,0,improving performance with bulk-inserts in oracle r-trees,"n an , k kanth , s ravada",vldb,2003,improved query performance with variant indices,"poâ ?? neill , d quass","proceedings of sigmod conference ,",None
13317,0,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,a foundation for multi-dimensional databases,"g marc , l laks",None,None
13318,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,efficient query reformulation in peer data management systems,"i tatarinov , a halevy","proc . of sigmod ,",2004.0
13319,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,anecientalgorithmforminingassociationrules in large databases,"a savasere , e omiecinski , sb navathe","proceedings of the 21st international conference on very & hellip ; ,",None
13320,0,covering indexes for branching path queries,"r kaushik , p bohannon , j naughton , h korth",sigmod conference,2002,covering indexes for xml queries : bisimulation-simulation = negation,p ramanan,"proceedings of the international conference on very large & hellip ; ,",2003.0
13321,0,probabilistic object bases,"t eiter , j lu , t lukasiewicz , v subrahmanian",acm trans . database syst .,2001,probabilistic points-to analysis,"ys hwang , ps chen , jk lee , rdc ju","lecture notes in computer science ,",2003.0
13322,0,dynamic service matchmaking among agents in open information environments,"k sycara , m klusch , s widoff , j lu",sigmod record,1999,infosleuth : semantic integration of information in open and dynamic environments,b bohrerâ ? ¦,"& hellip ; of the acm international conference on management of data ( & hellip ; ,",None
13323,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges","sigmod record ,",1997.0
13324,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,schema evolution in object-oriented databases systems using class versionning,"s monk , i sommerville","acm sigmod record ,",None
13325,0,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,self-managing technology in database management systems ( tutorial ),"s chaudhuri , b dageville , g lohman",proc . of,None
13326,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,fast algorithms for mining association rules in large databases,"ra as941 , r srikant","proceedings of international conference on very large & hellip ; ,",None
13327,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,design and implementation of an extensible database management system supporting user defined data,"v linnemann , p dadam , r erbe , g walch , m wallrath","vldb ,",1988.0
13328,0,incremental maintenance of externally materialized views,"m staudt , m jarke",vldb,1996,incremental maintenance of aggregate and outerjoin,"h gupta , is mumick","technical report , stanford university ,",None
13329,1,"preference sql - design , implementation , experiences","w kieпling , g kіstler",vldb,2002,"preference sql -- design , implementation , experiences","w kieî ² ling , g kã ¶ stler","proceedings of the 28th international conference on very & hellip ; ,",None
