_id,ltable_id,rtable_id,label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year
17073,970,31678,1,domino : databases for moving objects tracking,"o wolfson , a sistla , b xu , j zhou , s chamberlain",sigmod conference,1999,"domino : databases for moving objects tracking , int","o wolfson , ap sistla , b xu , j zhou , s chamberlain","sigmod conference ,",None
17074,2538,49740,0,an introduction to spatial database systems,r gќting,vldb j.,1994,an introduction to the unified database language ( udl ),cj date,"vldb ,",None
17075,1807,38668,1,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996,fast nearest neighbor search in medical image,"f korn , n sidiropoulos , c faloutsos , e siegel , z","proceedings of the 22nd international conference on very & hellip ; ,",None
17076,2506,42949,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,fhin : an efficient storage structure and access method for object-oriented databases,"n gorla , ct liu","information and software technology ,",1999.0
17077,1407,8023,0,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,secure real-time transaction processing,"jr haritsa , b george",None,None
17078,514,7908,1,semistructured und structured data in the web : going back and forth,"p atzeni , g mecca , p merialdo",sigmod record,1997,semistructured and structured data in the web : going back and forth,"p merialdo , p atzeni , g mecca","& hellip ; the management of semistructured data ( in conjunction with & hellip ; ,",None
17079,583,13320,1,roadrunner : automatic data extraction from data-intensive web sites,"v crescenzi , g mecca , p merialdo",sigmod conference,2002,roadrunner : automatic data extraction from data-intensive web sites,v crescenzi,"sigmod conference ,",2002.0
17080,1384,21552,1,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston , j widom",vldb,2000,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston , j widom","vldb ,",2000.0
17081,12,16258,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,acm multimedia '94 conference workshop on multimedia database management systems,pb berra,"sigmod record ,",1995.0
17082,197,53838,0,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003,approximate xml joins,"s guha , n koudas , d srivastava , t yu",None,None
17083,1545,14528,1,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","c faloutsos , k lin",sigmod conference,1995,"a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","c faloutsos , ki lin",None,1994.0
17084,449,32152,0,dynamic service matchmaking among agents in open information environments,"k sycara , m klusch , s widoff , j lu",sigmod record,1999,scalable query processing in dynamic and open environments : an approach based on information,"e mena , v kashyap , a illarramendi , a sheth","submitted for publication ,",None
17085,1096,20214,0,dynamic update cube for range-sum queries,"s chun , c chung , j lee , s lee",vldb,2001,hierarchical compact cube for range-max queries,"hg li , tw ling , sy lee",proceedings of the 26th vldb,None
17086,703,6070,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,query optimization for codasyl database systems,"u dayal , n goodman",None,None
17087,1842,50005,0,dwms : data warehouse management system,n mohan,vldb,1996,multimedia database management systems,g lu,None,1999.0
17088,2451,28382,0,indexing of now-relative spatio-bitemporal data,"s saltenis , c jensen",vldb j.,2002,indexing bitemporal databases as points,"co beng , hg cheng , kl tan","information and software technology ,",1998.0
17089,477,31216,0,editor 's notes,m franklin,sigmod record,1999,editor 's notes,wmk trochim,"new directions for program evaluation ,",None
17090,842,19055,0,temporal database system implementations,m bіhlen,sigmod record,1995,the design and implementation of the ariel active database rule system,en hanson,None,None
17091,55,39988,0,databases and workflow management : what is it all about ? ( panel ),"a reuter , s ceri , j gray , b salzberg , g weikum",vldb,1995,"databases and workflow management : what is it all about , position statement",s position,"& hellip ; . 21st international conference on vldb , zurich , switzerland ,",None
17092,296,32843,0,dynamic sample selection for approximate query processing,"b babcock , s chaudhuri , g das",sigmod conference,2003,new sampling-based summary statistics for improving approximate query processing,"pb gibbons , y matias","proceeding of acm sigmod conference , seattle , wa , usa , june ,",None
17093,781,23362,0,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995,an annotated bibliography of interactive program steering,"w gu , j vetter , k schwan","acm sigplan notices ,",1994.0
17094,703,43018,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,semantic query optimization in datalog programs,"ay levy , y sagiv",None,None
17095,2330,31580,0,editorial,None,None,2001,editorial,"s wright , a steventon","bt technology journal ,",2004.0
17096,1146,56249,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,vqbd : exploring semistructured data,"ss chawathe , t baby , j yeo",None,None
17097,1264,8072,1,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",None,None
17098,1944,41223,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,supporting multi-media object management in a relational database management system,lm haas,"technical report . ibm almaden research center ,",None
17099,2005,50584,0,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,learning-based top-n selection query evaluation over relational databases,"l zhu , w meng",None,None
17100,1451,15464,0,change detection in hierarchically structured information,"s chawathe , a rajaraman , h garcia-molina , j widom",sigmod conference,1996,obb-tree : a hierarchicalstructurefor rapid interferencedetection,"s gottschalk , m lin , d manocha","proc . of acm siggraph ,",None
17101,2153,10998,1,self-serv : a platform for rapid composition of web services in a peer-to-peer environment,"q sheng , b benatallah , m dumas , e mak",vldb,2002,a platform for rapid composition of web services in a peer-to-peer environment,"qz sheng , b benatallah","proceedings of the 28th vldb conference , hong kong , china ,",None
17102,861,61810,0,editor 's notes,j widom,sigmod record,1995,editor 's notes,l sechrest,"new directions for program evaluation ,",1993.0
17103,1543,19951,0,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",None
17104,1401,63171,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,query processing for distributed databases using generalized semi-joins,"y kambayashi , m yoshikawa",None,None
17105,1821,15491,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,data densification in a relational database system,"a gupta , s subramanian , s bellamkonda , t bozkaya ,","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
17106,1816,41656,0,parallel database systems in the 1990 's,m carey,sigmod conference,1994,data placement in shared-nothing parallel database systems,s padmanabhan,None,1992.0
17107,1893,45743,1,treasurer 's message,None,None,2003,treasurer 's message,j hammer,sigmod,2000.0
17108,1160,30949,1,optimal multi-step k-nearest neighbor search,"t seidl , h kriegel",sigmod conference,1998,optimal multi-step k-nearest neighbor search,"t seidl , hp kriegel",None,None
17109,1713,63300,1,data replication for mobile computers,"y huang , a sistla , o wolfson",sigmod conference,1994,"ps and wolfson , o. 1994a . data replication for mobile computers",y huang,"proceedings of the acm-sigmod , international conference on",None
17110,2468,37494,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,database management systems in 1990,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
17111,773,41405,0,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,implementation of schema evolution in object-oriented databases,"j banerjee , wk semantics","proceedings of the 1987 acm sigmod intenational conference & hellip ; ,",None
17112,1342,33731,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,the x-tree : an index structure for highdimensional data . 22nd vldb,"s berchtold , da keim , hp kriegel","mumbai ( bombay ) , india , sept ,",None
17113,337,63120,0,using sets of feature vectors for similarity search on voxelized cad objects,"h kriegel , s brecheisen , p krіger , m pfeifle , m schubert",sigmod conference,2003,using extended feature objects for partial similarity retrieval,"s berchtold , da keim , hp kriegel","the vldb journal the international journal on very large & hellip ; ,",1997.0
